sampleSize,timing,keycomp
5256000,2139438379,293448665
5261000,2370652633,293849030
5266000,2123287076,294514693
5271000,2143617222,294862820
5276000,2251397042,295303905
5281000,2181648153,295872623
5286000,2208296547,296262461
5291000,2585409204,296768563
5296000,2483534192,297201142
5301000,2240183771,297688884
5306000,2295173750,298232708
5311000,2291229266,298613871
5316000,2219838626,299130133
5321000,2181562432,299752515
5326000,2521399454,300274456
5331000,2327816130,300609935
5336000,2142477597,301307685
5341000,2172315738,301617017
5346000,2180754334,302166982
5351000,2192665383,302595000
5356000,2284345067,303071786
5361000,2151392176,303603591
5366000,2145084242,304086240
5371000,2313815906,304574040
5376000,2317971163,305049540
5381000,2290985017,305575042
5386000,2249731572,305974558
5391000,2246589130,306560584
5396000,2374665398,306950673
5401000,2752318567,307490834
5406000,2267345820,307942754
5411000,2195933392,308482899
5416000,2273568241,309005136
5421000,2277890707,309438692
5426000,2280476309,309899573
5431000,2175708467,310436356
5436000,2246585415,310878372
5441000,2211434719,311517558
5446000,2229256220,311998476
5451000,2253825418,312379131
5456000,2437716646,312911000
5461000,2513889110,313444358
5466000,2408527241,313967683
5471000,2432896304,314374085
5476000,2743644694,315013384
5481000,2697861355,315494572
5486000,2438768509,315922899
5491000,2317596627,316507182
5496000,2249573263,316877770
5501000,2345376966,317512110
5506000,2799586353,317940294
5511000,2694947155,318409187
5516000,2847603748,318778562
5521000,2946879682,319368654
5526000,2696297931,319871446
5531000,2462014254,320387664
5536000,2472456070,320906690
5541000,2602186552,321449164
5546000,2592073072,321798559
5551000,2407814178,322359021
5556000,2775731004,322832988
5561000,2723083785,323453607
5566000,2475527740,323996416
5571000,2584524876,324336481
5576000,2694416339,324874510
5581000,2293304739,325411792
5586000,2325099077,326019583
5591000,2265560437,326452855
5596000,2474817311,326775420
5601000,2335373916,327491348
5606000,2400381518,328003829
5611000,2428809714,328540201
5616000,2753307594,328920375
5621000,2388694335,329499187
5626000,2846632278,329902656
